User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Calories_per_Session,Distance_per_Session,Cluster
3591,Male,57,Active,Urban,186,149,513,2.7580645161290325,0.8010752688172043,2
3592,Male,43,Sedentary,Urban,54,35,230,4.2592592592592595,0.6481481481481481,0
3593,Male,36,Moderate,Suburban,142,119,662,4.661971830985915,0.8380281690140845,1
3594,Male,33,Active,Urban,193,139,689,3.569948186528497,0.7202072538860104,1
3595,Male,58,Sedentary,Rural,79,71,387,4.89873417721519,0.8987341772151899,2
3596,Female,40,Active,Suburban,186,142,608,3.2688172043010755,0.7634408602150538,1
3597,Male,28,Active,Suburban,187,99,629,3.3636363636363638,0.5294117647058824,1
3598,Female,33,Moderate,Rural,142,110,571,4.02112676056338,0.7746478873239436,2
3599,Female,46,Sedentary,Urban,85,83,274,3.223529411764706,0.9764705882352941,0
3600,Male,55,Moderate,Suburban,144,80,519,3.6041666666666665,0.5555555555555556,2
3601,Female,37,Moderate,Rural,108,106,306,2.8333333333333335,0.9814814814814815,0
3602,Male,38,Moderate,Urban,140,139,628,4.485714285714286,0.9928571428571429,1
3603,Male,45,Active,Suburban,179,126,847,4.731843575418995,0.7039106145251397,1
3604,Female,50,Active,Suburban,195,166,622,3.18974358974359,0.8512820512820513,1
3605,Female,57,Active,Suburban,180,124,663,3.683333333333333,0.6888888888888889,1
3606,Female,43,Sedentary,Suburban,94,52,288,3.0638297872340425,0.5531914893617021,0
3607,Male,27,Moderate,Suburban,131,67,644,4.916030534351145,0.5114503816793893,1
3608,Female,51,Active,Urban,151,94,512,3.390728476821192,0.6225165562913907,2
3609,Female,26,Moderate,Rural,138,80,567,4.108695652173913,0.5797101449275363,2
3610,Female,53,Moderate,Suburban,141,78,534,3.7872340425531914,0.5531914893617021,2
3611,Male,28,Moderate,Rural,143,123,571,3.993006993006993,0.8601398601398601,2
3612,Male,27,Moderate,Rural,101,87,455,4.5049504950495045,0.8613861386138614,2
3613,Female,24,Moderate,Rural,137,100,472,3.4452554744525545,0.7299270072992701,2
3614,Female,55,Active,Urban,193,180,440,2.2797927461139897,0.9326424870466321,2
3615,Female,33,Sedentary,Rural,61,49,206,3.377049180327869,0.8032786885245902,0
3616,Female,43,Sedentary,Rural,72,41,285,3.9583333333333335,0.5694444444444444,0
3617,Female,49,Sedentary,Rural,81,52,316,3.9012345679012346,0.6419753086419753,0
3618,Female,48,Sedentary,Suburban,60,32,168,2.8,0.5333333333333333,0
3619,Female,49,Moderate,Suburban,101,79,260,2.5742574257425743,0.7821782178217822,0
3620,Male,29,Active,Rural,178,148,889,4.99438202247191,0.8314606741573034,1
3621,Female,44,Active,Urban,174,132,400,2.2988505747126435,0.7586206896551724,2
3622,Female,39,Moderate,Suburban,118,107,252,2.135593220338983,0.9067796610169492,0
3623,Male,32,Moderate,Suburban,149,100,572,3.838926174496644,0.6711409395973155,2
3624,Female,25,Active,Rural,192,125,461,2.4010416666666665,0.6510416666666666,2
3625,Male,21,Active,Rural,195,160,421,2.158974358974359,0.8205128205128205,2
3626,Female,25,Sedentary,Urban,72,71,153,2.125,0.9861111111111112,0
3627,Male,40,Sedentary,Suburban,87,71,418,4.804597701149425,0.8160919540229885,2
3628,Female,33,Sedentary,Rural,64,63,218,3.40625,0.984375,0
3629,Female,51,Active,Suburban,187,144,862,4.609625668449198,0.7700534759358288,1
3630,Male,39,Sedentary,Rural,63,33,155,2.4603174603174605,0.5238095238095238,0
3631,Male,40,Active,Rural,180,90,757,4.205555555555556,0.5,1
3632,Male,22,Active,Urban,185,137,796,4.302702702702702,0.7405405405405405,1
3633,Female,54,Moderate,Suburban,140,112,678,4.8428571428571425,0.8,1
3634,Female,24,Active,Suburban,187,181,615,3.2887700534759357,0.9679144385026738,1
3635,Female,54,Moderate,Rural,113,79,332,2.938053097345133,0.6991150442477876,0
3636,Female,43,Moderate,Urban,101,100,325,3.217821782178218,0.9900990099009901,0
3637,Female,45,Active,Urban,183,139,685,3.7431693989071038,0.7595628415300546,1
3638,Male,21,Active,Urban,172,93,412,2.395348837209302,0.5406976744186046,2
3639,Female,49,Sedentary,Suburban,78,71,175,2.2435897435897436,0.9102564102564102,0
3640,Male,55,Active,Rural,165,140,517,3.1333333333333333,0.8484848484848485,2
3641,Male,26,Sedentary,Rural,97,84,478,4.927835051546392,0.865979381443299,2
3642,Female,53,Sedentary,Urban,84,50,253,3.011904761904762,0.5952380952380952,0
3643,Female,43,Active,Urban,169,123,789,4.668639053254438,0.727810650887574,1
3644,Male,28,Sedentary,Urban,92,81,435,4.728260869565218,0.8804347826086957,2
3645,Female,37,Moderate,Suburban,107,62,533,4.981308411214953,0.5794392523364486,2
3646,Male,55,Moderate,Rural,122,89,608,4.983606557377049,0.7295081967213115,1
3647,Female,32,Active,Urban,181,145,503,2.7790055248618786,0.8011049723756906,2
3648,Male,52,Active,Urban,165,98,349,2.1151515151515152,0.593939393939394,2
3649,Female,26,Active,Rural,161,152,445,2.7639751552795033,0.9440993788819876,2
3650,Female,50,Moderate,Suburban,107,93,442,4.130841121495327,0.8691588785046729,2
3651,Female,28,Sedentary,Suburban,70,66,304,4.3428571428571425,0.9428571428571428,0
3652,Male,39,Moderate,Suburban,145,89,318,2.193103448275862,0.6137931034482759,0
3653,Female,23,Sedentary,Rural,56,35,212,3.7857142857142856,0.625,0
3654,Male,54,Sedentary,Suburban,55,46,164,2.981818181818182,0.8363636363636363,0
3655,Female,38,Active,Urban,158,131,772,4.886075949367089,0.8291139240506329,1
3656,Female,29,Active,Suburban,157,110,335,2.1337579617834397,0.7006369426751592,0
3657,Male,24,Active,Rural,199,184,957,4.809045226130653,0.9246231155778895,1
3658,Male,19,Moderate,Suburban,101,80,331,3.277227722772277,0.7920792079207921,0
3659,Male,56,Moderate,Rural,145,142,673,4.641379310344828,0.9793103448275862,1
3660,Female,58,Moderate,Rural,110,101,245,2.227272727272727,0.9181818181818182,0
3661,Female,41,Active,Suburban,198,161,416,2.101010101010101,0.8131313131313131,2
3662,Female,43,Active,Urban,198,177,987,4.984848484848484,0.8939393939393939,1
3663,Female,42,Sedentary,Rural,58,49,231,3.9827586206896552,0.8448275862068966,0
3664,Female,37,Sedentary,Suburban,90,50,436,4.844444444444444,0.5555555555555556,2
3665,Female,57,Active,Rural,180,153,588,3.2666666666666666,0.85,1
3666,Female,58,Moderate,Suburban,125,62,506,4.048,0.496,2
3667,Male,59,Active,Urban,178,174,488,2.741573033707865,0.9775280898876404,2
3668,Female,19,Moderate,Rural,120,108,558,4.65,0.9,2
3669,Male,59,Active,Urban,171,168,737,4.309941520467836,0.9824561403508771,1
3670,Female,52,Active,Urban,155,105,674,4.348387096774194,0.6774193548387096,1
3671,Male,50,Sedentary,Urban,89,78,426,4.786516853932584,0.8764044943820225,2
3672,Male,34,Moderate,Urban,110,106,508,4.618181818181818,0.9636363636363636,2
3673,Male,39,Moderate,Urban,124,75,468,3.774193548387097,0.6048387096774194,2
3674,Female,18,Active,Suburban,162,95,634,3.9135802469135803,0.5864197530864198,1
3675,Male,54,Sedentary,Urban,57,42,210,3.6842105263157894,0.7368421052631579,0
3676,Male,47,Active,Suburban,160,143,563,3.51875,0.89375,2
3677,Male,23,Active,Urban,164,102,363,2.2134146341463414,0.6219512195121951,2
3678,Male,58,Moderate,Urban,105,76,253,2.4095238095238094,0.7238095238095238,0
3679,Female,31,Active,Rural,150,116,742,4.946666666666666,0.7733333333333333,1
3680,Female,53,Sedentary,Suburban,99,81,493,4.97979797979798,0.8181818181818182,2
3681,Female,50,Active,Urban,182,165,731,4.016483516483516,0.9065934065934066,1
3682,Female,55,Sedentary,Urban,91,62,267,2.934065934065934,0.6813186813186813,0
3683,Male,56,Moderate,Urban,149,121,482,3.2348993288590604,0.8120805369127517,2
3684,Female,23,Moderate,Suburban,108,83,388,3.5925925925925926,0.7685185185185185,2
3685,Male,43,Active,Suburban,173,168,667,3.8554913294797686,0.9710982658959537,1
3686,Female,41,Sedentary,Suburban,60,55,191,3.183333333333333,0.9166666666666666,0
3687,Male,50,Moderate,Rural,102,65,499,4.892156862745098,0.6372549019607843,2
3688,Male,25,Sedentary,Rural,62,46,209,3.370967741935484,0.7419354838709677,0
3689,Male,51,Moderate,Urban,132,67,372,2.8181818181818183,0.5075757575757576,2
3690,Male,51,Moderate,Suburban,128,109,417,3.2578125,0.8515625,2
3691,Female,41,Sedentary,Suburban,65,45,175,2.6923076923076925,0.6923076923076923,0
3692,Female,19,Sedentary,Rural,99,97,240,2.4242424242424243,0.9797979797979798,0
3693,Male,25,Sedentary,Urban,67,58,331,4.940298507462686,0.8656716417910447,0
3694,Male,42,Moderate,Suburban,113,57,414,3.663716814159292,0.504424778761062,2
3695,Female,47,Sedentary,Suburban,76,46,356,4.684210526315789,0.6052631578947368,0
3696,Female,49,Active,Urban,170,139,455,2.676470588235294,0.8176470588235294,2
3697,Female,47,Sedentary,Rural,93,47,198,2.129032258064516,0.5053763440860215,0
3698,Male,24,Moderate,Rural,120,92,491,4.091666666666667,0.7666666666666667,2
3699,Male,41,Sedentary,Suburban,69,51,175,2.536231884057971,0.7391304347826086,0
3700,Male,26,Sedentary,Urban,74,51,356,4.8108108108108105,0.6891891891891891,0
3701,Male,33,Sedentary,Urban,95,82,286,3.0105263157894737,0.8631578947368421,0
3702,Female,19,Active,Urban,181,161,630,3.4806629834254146,0.8895027624309392,1
3703,Male,52,Moderate,Suburban,116,78,565,4.870689655172414,0.6724137931034483,2
3704,Female,51,Active,Rural,174,135,435,2.5,0.7758620689655172,2
3705,Male,39,Active,Rural,182,98,745,4.093406593406593,0.5384615384615384,1
3706,Female,36,Moderate,Rural,110,109,229,2.081818181818182,0.990909090909091,0
3707,Male,38,Moderate,Rural,100,54,279,2.79,0.54,0
3708,Female,29,Sedentary,Rural,69,53,229,3.318840579710145,0.7681159420289855,0
3709,Female,28,Moderate,Suburban,104,99,402,3.8653846153846154,0.9519230769230769,2
3710,Male,36,Sedentary,Suburban,79,61,319,4.037974683544304,0.7721518987341772,0
3711,Female,23,Active,Rural,198,190,396,2.0,0.9595959595959596,2
3712,Female,59,Sedentary,Rural,97,74,312,3.216494845360825,0.7628865979381443,0
3713,Female,31,Moderate,Suburban,133,97,381,2.8646616541353382,0.7293233082706767,2
3714,Male,50,Sedentary,Rural,56,38,133,2.375,0.6785714285714286,0
3715,Male,55,Active,Rural,178,133,888,4.98876404494382,0.7471910112359551,1
3716,Male,30,Moderate,Rural,137,88,461,3.3649635036496353,0.6423357664233577,2
3717,Male,43,Moderate,Urban,116,86,520,4.482758620689655,0.7413793103448276,2
3718,Female,31,Sedentary,Rural,88,69,248,2.8181818181818183,0.7840909090909091,0
3719,Female,41,Sedentary,Urban,67,33,144,2.1492537313432836,0.4925373134328358,0
3720,Male,18,Sedentary,Rural,71,66,248,3.492957746478873,0.9295774647887324,0
3721,Female,47,Active,Rural,159,127,408,2.5660377358490565,0.7987421383647799,2
3722,Male,27,Active,Suburban,198,174,789,3.984848484848485,0.8787878787878788,1
3723,Male,27,Moderate,Suburban,111,92,370,3.3333333333333335,0.8288288288288288,2
3724,Female,45,Moderate,Suburban,126,68,417,3.3095238095238093,0.5396825396825397,2
3725,Male,21,Active,Urban,157,147,504,3.210191082802548,0.9363057324840764,2
3726,Female,31,Sedentary,Urban,83,80,251,3.0240963855421685,0.963855421686747,0
3727,Male,29,Sedentary,Rural,78,47,176,2.2564102564102564,0.6025641025641025,0
3728,Male,55,Active,Urban,181,161,544,3.005524861878453,0.8895027624309392,2
3729,Male,54,Sedentary,Suburban,92,55,360,3.9130434782608696,0.5978260869565217,0
3730,Female,27,Active,Urban,172,169,740,4.3023255813953485,0.9825581395348837,1
3731,Male,58,Sedentary,Rural,71,49,172,2.4225352112676055,0.6901408450704225,0
3732,Female,44,Sedentary,Urban,94,78,200,2.127659574468085,0.8297872340425532,0
3733,Male,59,Moderate,Suburban,124,82,365,2.943548387096774,0.6612903225806451,2
3734,Male,29,Sedentary,Rural,91,59,394,4.329670329670329,0.6483516483516484,2
3735,Female,39,Sedentary,Urban,91,52,404,4.43956043956044,0.5714285714285714,2
3736,Female,21,Active,Rural,159,95,322,2.0251572327044025,0.5974842767295597,0
3737,Female,46,Active,Rural,162,101,440,2.7160493827160495,0.6234567901234568,2
3738,Female,53,Active,Urban,193,171,858,4.44559585492228,0.8860103626943006,1
3739,Female,31,Active,Rural,177,153,758,4.2824858757062145,0.864406779661017,1
3740,Female,29,Sedentary,Urban,90,66,309,3.433333333333333,0.7333333333333333,0
3741,Male,37,Active,Suburban,179,153,723,4.039106145251397,0.8547486033519553,1
3742,Female,40,Moderate,Suburban,112,58,410,3.6607142857142856,0.5178571428571429,2
3743,Male,39,Active,Urban,169,146,598,3.5384615384615383,0.863905325443787,1
3744,Male,51,Sedentary,Urban,51,50,247,4.8431372549019605,0.9803921568627451,0
3745,Male,38,Moderate,Rural,108,75,355,3.287037037037037,0.6944444444444444,0
3746,Female,26,Sedentary,Urban,86,60,290,3.372093023255814,0.6976744186046512,0
3747,Male,27,Moderate,Rural,133,107,575,4.323308270676692,0.8045112781954887,2
3748,Male,27,Moderate,Suburban,141,136,337,2.3900709219858154,0.9645390070921985,2
3749,Male,47,Moderate,Urban,145,76,345,2.3793103448275863,0.5241379310344828,0
3750,Female,50,Sedentary,Suburban,72,48,202,2.8055555555555554,0.6666666666666666,0
3751,Male,19,Moderate,Urban,123,88,251,2.040650406504065,0.7154471544715447,0
3752,Female,49,Sedentary,Suburban,76,66,163,2.1447368421052633,0.868421052631579,0
3753,Male,34,Moderate,Urban,134,128,635,4.7388059701492535,0.9552238805970149,1
3754,Female,45,Active,Urban,154,142,510,3.311688311688312,0.922077922077922,2
3755,Female,34,Active,Rural,153,140,670,4.379084967320262,0.9150326797385621,1
3756,Male,31,Moderate,Rural,149,139,466,3.12751677852349,0.9328859060402684,2
3757,Male,27,Moderate,Urban,126,74,512,4.063492063492063,0.5873015873015873,2
3758,Female,51,Active,Rural,154,89,643,4.175324675324675,0.577922077922078,1
3759,Female,31,Active,Urban,175,95,525,3.0,0.5428571428571428,2
3760,Female,34,Sedentary,Urban,81,58,197,2.432098765432099,0.7160493827160493,0
3761,Male,54,Active,Suburban,177,102,881,4.977401129943503,0.576271186440678,1
3762,Male,39,Sedentary,Rural,55,34,270,4.909090909090909,0.6181818181818182,0
3763,Male,35,Moderate,Rural,131,106,576,4.396946564885496,0.8091603053435115,2
3764,Male,52,Sedentary,Suburban,97,83,227,2.3402061855670104,0.8556701030927835,0
3765,Male,35,Moderate,Urban,101,62,403,3.99009900990099,0.6138613861386139,2
3766,Female,47,Sedentary,Rural,87,49,284,3.264367816091954,0.5632183908045977,0
3767,Female,54,Sedentary,Urban,52,46,258,4.961538461538462,0.8846153846153846,0
3768,Female,57,Sedentary,Rural,63,52,219,3.4761904761904763,0.8253968253968254,0
3769,Female,23,Moderate,Rural,133,88,313,2.3533834586466167,0.6616541353383458,0
3770,Female,32,Moderate,Urban,116,72,293,2.5258620689655173,0.6206896551724138,0
3771,Female,52,Sedentary,Urban,94,90,315,3.351063829787234,0.9574468085106383,0
3772,Male,43,Moderate,Rural,102,59,315,3.088235294117647,0.5784313725490197,0
3773,Female,58,Sedentary,Suburban,84,81,303,3.607142857142857,0.9642857142857143,0
3774,Male,44,Moderate,Suburban,125,117,392,3.136,0.936,2
3775,Male,47,Sedentary,Suburban,54,39,210,3.888888888888889,0.7222222222222222,0
3776,Male,28,Active,Suburban,161,142,457,2.8385093167701863,0.8819875776397516,2
3777,Male,41,Active,Suburban,159,112,517,3.251572327044025,0.7044025157232704,2
3778,Female,31,Sedentary,Urban,71,46,291,4.098591549295775,0.647887323943662,0
3779,Female,40,Moderate,Rural,126,120,333,2.642857142857143,0.9523809523809523,0
3780,Male,26,Sedentary,Suburban,68,38,151,2.2205882352941178,0.5588235294117647,0
3781,Male,59,Active,Rural,198,139,853,4.308080808080808,0.702020202020202,1
3782,Female,35,Active,Urban,168,148,613,3.6488095238095237,0.8809523809523809,1
3783,Female,56,Sedentary,Rural,66,41,186,2.8181818181818183,0.6212121212121212,0
3784,Female,36,Active,Urban,154,149,422,2.74025974025974,0.9675324675324676,2
3785,Male,22,Sedentary,Rural,60,43,229,3.816666666666667,0.7166666666666667,0
3786,Female,35,Active,Rural,189,181,717,3.7936507936507935,0.9576719576719577,1
3787,Female,50,Moderate,Urban,132,69,646,4.893939393939394,0.5227272727272727,1
3788,Male,55,Moderate,Rural,115,81,415,3.608695652173913,0.7043478260869566,2
3789,Male,30,Moderate,Urban,100,73,263,2.63,0.73,0
3790,Female,26,Sedentary,Rural,52,27,216,4.153846153846154,0.5192307692307693,0
3791,Male,43,Sedentary,Rural,74,39,282,3.810810810810811,0.527027027027027,0
3792,Male,18,Moderate,Suburban,141,104,438,3.106382978723404,0.7375886524822695,2
3793,Male,29,Moderate,Rural,139,93,305,2.194244604316547,0.6690647482014388,0
3794,Male,41,Moderate,Suburban,123,65,577,4.691056910569106,0.5284552845528455,2
3795,Male,18,Active,Suburban,167,90,831,4.976047904191617,0.5389221556886228,1
3796,Female,21,Moderate,Urban,137,76,385,2.81021897810219,0.5547445255474452,2
3797,Female,24,Active,Urban,192,120,449,2.3385416666666665,0.625,2
3798,Female,45,Moderate,Rural,116,102,509,4.387931034482759,0.8793103448275862,2
3799,Female,54,Sedentary,Urban,59,54,258,4.372881355932203,0.9152542372881356,0
3800,Female,22,Moderate,Suburban,141,97,381,2.702127659574468,0.6879432624113475,2
3801,Male,56,Active,Rural,160,88,527,3.29375,0.55,2
3802,Female,49,Moderate,Urban,116,112,492,4.241379310344827,0.9655172413793104,2
3803,Female,48,Active,Urban,154,114,373,2.4220779220779223,0.7402597402597403,2
3804,Male,32,Moderate,Urban,126,108,486,3.857142857142857,0.8571428571428571,2
3805,Female,20,Active,Suburban,168,147,570,3.392857142857143,0.875,2
3806,Female,32,Active,Urban,174,138,446,2.5632183908045976,0.7931034482758621,2
3807,Female,35,Moderate,Rural,124,109,320,2.5806451612903225,0.8790322580645161,0
3808,Female,38,Moderate,Rural,134,117,410,3.0597014925373136,0.8731343283582089,2
3809,Male,27,Sedentary,Rural,71,47,190,2.676056338028169,0.6619718309859155,0
3810,Male,38,Sedentary,Suburban,79,59,374,4.734177215189874,0.7468354430379747,2
3811,Male,43,Sedentary,Urban,74,58,316,4.27027027027027,0.7837837837837838,0
3812,Male,58,Active,Rural,152,148,711,4.677631578947368,0.9736842105263158,1
3813,Female,20,Active,Urban,193,191,729,3.77720207253886,0.9896373056994818,1
3814,Female,18,Sedentary,Urban,57,33,122,2.1403508771929824,0.5789473684210527,0
3815,Female,38,Sedentary,Rural,64,63,305,4.765625,0.984375,0
3816,Female,28,Moderate,Suburban,110,85,339,3.081818181818182,0.7727272727272727,0
3817,Female,33,Sedentary,Rural,95,91,435,4.578947368421052,0.9578947368421052,2
3818,Female,52,Active,Rural,162,139,476,2.9382716049382718,0.8580246913580247,2
3819,Female,38,Moderate,Suburban,147,84,378,2.5714285714285716,0.5714285714285714,2
3820,Male,58,Sedentary,Urban,73,61,259,3.547945205479452,0.8356164383561644,0
3821,Male,28,Sedentary,Urban,61,34,144,2.360655737704918,0.5573770491803278,0
3822,Male,48,Sedentary,Suburban,50,37,173,3.46,0.74,0
3823,Male,18,Moderate,Rural,134,114,551,4.111940298507463,0.8507462686567164,2
3824,Male,58,Moderate,Suburban,100,57,240,2.4,0.57,0
3825,Male,49,Moderate,Rural,122,80,403,3.30327868852459,0.6557377049180327,2
3826,Male,20,Sedentary,Suburban,72,42,346,4.805555555555555,0.5833333333333334,0
3827,Female,49,Moderate,Urban,107,95,227,2.121495327102804,0.8878504672897196,0
3828,Female,59,Moderate,Suburban,135,107,501,3.7111111111111112,0.7925925925925926,2
3829,Female,22,Moderate,Suburban,146,86,319,2.184931506849315,0.589041095890411,0
3830,Female,54,Moderate,Rural,129,117,470,3.643410852713178,0.9069767441860465,2
3831,Male,29,Active,Rural,161,154,744,4.62111801242236,0.9565217391304348,1
3832,Male,31,Sedentary,Rural,55,29,124,2.2545454545454544,0.5272727272727272,0
3833,Male,26,Moderate,Suburban,133,69,363,2.7293233082706765,0.518796992481203,2
3834,Male,24,Active,Suburban,187,136,540,2.8877005347593583,0.7272727272727273,2
3835,Female,33,Active,Rural,190,164,928,4.88421052631579,0.8631578947368421,1
3836,Female,45,Sedentary,Urban,81,67,379,4.679012345679013,0.8271604938271605,2
3837,Female,24,Sedentary,Rural,53,35,132,2.490566037735849,0.660377358490566,0
3838,Female,31,Moderate,Suburban,119,94,498,4.184873949579832,0.7899159663865546,2
3839,Male,49,Sedentary,Suburban,66,64,230,3.484848484848485,0.9696969696969697,0
3840,Male,25,Sedentary,Rural,72,48,332,4.611111111111111,0.6666666666666666,0
3841,Female,44,Sedentary,Rural,50,43,153,3.06,0.86,0
3842,Female,20,Sedentary,Suburban,83,44,341,4.108433734939759,0.5301204819277109,0
3843,Female,44,Moderate,Suburban,147,121,666,4.530612244897959,0.8231292517006803,1
3844,Female,47,Active,Urban,193,129,715,3.704663212435233,0.6683937823834197,1
3845,Female,51,Sedentary,Rural,55,38,222,4.036363636363636,0.6909090909090909,0
3846,Female,43,Active,Rural,167,118,752,4.502994011976048,0.7065868263473054,1
3847,Male,54,Active,Urban,174,135,402,2.310344827586207,0.7758620689655172,2
3848,Male,57,Active,Suburban,190,151,857,4.510526315789473,0.7947368421052632,1
3849,Female,39,Sedentary,Suburban,93,74,233,2.5053763440860215,0.7956989247311828,0
3850,Male,49,Sedentary,Urban,89,46,262,2.943820224719101,0.5168539325842697,0
3851,Male,58,Moderate,Rural,144,91,616,4.277777777777778,0.6319444444444444,1
3852,Male,19,Sedentary,Suburban,90,80,239,2.6555555555555554,0.8888888888888888,0
3853,Female,25,Sedentary,Urban,63,48,222,3.5238095238095237,0.7619047619047619,0
3854,Male,59,Sedentary,Urban,51,29,132,2.588235294117647,0.5686274509803921,0
3855,Male,24,Active,Urban,171,93,489,2.8596491228070176,0.543859649122807,2
3856,Male,36,Moderate,Suburban,119,105,481,4.042016806722689,0.8823529411764706,2
3857,Male,50,Active,Suburban,150,88,428,2.8533333333333335,0.5866666666666667,2
3858,Male,19,Moderate,Urban,104,61,384,3.6923076923076925,0.5865384615384616,2
3859,Male,20,Sedentary,Urban,63,58,167,2.6507936507936507,0.9206349206349206,0
3860,Male,45,Sedentary,Suburban,74,72,242,3.27027027027027,0.972972972972973,0
3861,Female,31,Active,Suburban,195,131,642,3.292307692307692,0.6717948717948717,1
3862,Male,32,Active,Suburban,176,173,873,4.9602272727272725,0.9829545454545454,1
3863,Male,38,Active,Suburban,157,100,447,2.8471337579617835,0.6369426751592356,2
3864,Male,31,Moderate,Suburban,113,79,289,2.5575221238938055,0.6991150442477876,0
3865,Female,57,Active,Urban,158,124,675,4.272151898734177,0.7848101265822784,1
3866,Male,35,Sedentary,Suburban,87,67,395,4.540229885057471,0.7701149425287356,2
3867,Female,56,Moderate,Suburban,121,61,265,2.190082644628099,0.5041322314049587,0
3868,Male,37,Moderate,Urban,136,134,520,3.823529411764706,0.9852941176470589,2
3869,Female,18,Sedentary,Urban,92,71,277,3.010869565217391,0.7717391304347826,0
3870,Female,26,Active,Rural,178,159,544,3.056179775280899,0.8932584269662921,2
3871,Female,26,Active,Suburban,158,123,331,2.0949367088607596,0.7784810126582279,0
3872,Male,55,Sedentary,Rural,93,85,359,3.860215053763441,0.9139784946236559,2
3873,Female,56,Sedentary,Rural,86,52,201,2.3372093023255816,0.6046511627906976,0
3874,Male,46,Sedentary,Urban,71,64,173,2.436619718309859,0.9014084507042254,0
3875,Male,32,Sedentary,Urban,63,53,142,2.253968253968254,0.8412698412698413,0
3876,Male,37,Moderate,Rural,135,90,444,3.2888888888888888,0.6666666666666666,2
3877,Female,55,Moderate,Rural,110,95,234,2.1272727272727274,0.8636363636363636,0
3878,Male,58,Active,Rural,171,136,657,3.8421052631578947,0.7953216374269005,1
3879,Female,47,Moderate,Rural,132,86,283,2.143939393939394,0.6515151515151515,0
3880,Male,43,Moderate,Suburban,148,141,396,2.675675675675676,0.9527027027027027,2
3881,Male,23,Moderate,Rural,136,127,304,2.235294117647059,0.9338235294117647,0
3882,Male,56,Sedentary,Urban,80,73,181,2.2625,0.9125,0
3883,Male,34,Moderate,Rural,141,99,286,2.028368794326241,0.7021276595744681,0
3884,Male,23,Active,Rural,190,139,496,2.610526315789474,0.7315789473684211,2
3885,Male,45,Moderate,Urban,112,64,429,3.830357142857143,0.5714285714285714,2
3886,Male,26,Sedentary,Rural,66,50,258,3.909090909090909,0.7575757575757576,0
3887,Female,44,Moderate,Urban,111,109,390,3.5135135135135136,0.9819819819819819,2
3888,Male,52,Active,Suburban,165,94,709,4.296969696969697,0.5696969696969697,1
3889,Male,23,Moderate,Suburban,117,69,351,3.0,0.5897435897435898,0
3890,Female,21,Active,Urban,183,141,910,4.972677595628415,0.7704918032786885,1
3891,Female,33,Sedentary,Suburban,55,44,176,3.2,0.8,0
3892,Female,40,Active,Suburban,155,112,550,3.5483870967741935,0.7225806451612903,2
3893,Male,40,Active,Suburban,199,184,468,2.351758793969849,0.9246231155778895,2
3894,Female,46,Sedentary,Urban,79,40,381,4.822784810126582,0.5063291139240507,2
3895,Male,58,Active,Rural,164,103,376,2.292682926829268,0.6280487804878049,2
3896,Female,21,Moderate,Suburban,137,75,665,4.854014598540146,0.5474452554744526,1
3897,Male,57,Moderate,Rural,138,105,475,3.4420289855072466,0.7608695652173914,2
3898,Female,57,Active,Rural,163,105,791,4.852760736196319,0.6441717791411042,1
3899,Male,41,Moderate,Suburban,146,93,392,2.684931506849315,0.636986301369863,2
3900,Male,23,Moderate,Suburban,146,131,450,3.0821917808219177,0.8972602739726028,2
3901,Male,57,Sedentary,Rural,55,36,228,4.1454545454545455,0.6545454545454545,0
3902,Female,23,Active,Suburban,196,181,824,4.204081632653061,0.923469387755102,1
3903,Female,31,Moderate,Urban,103,84,456,4.427184466019417,0.8155339805825242,2
3904,Female,31,Active,Urban,186,156,469,2.521505376344086,0.8387096774193549,2
3905,Female,52,Active,Suburban,165,104,515,3.121212121212121,0.6303030303030303,2
3906,Female,23,Moderate,Rural,122,75,588,4.819672131147541,0.6147540983606558,2
3907,Male,40,Sedentary,Suburban,78,74,282,3.6153846153846154,0.9487179487179487,0
3908,Female,37,Sedentary,Urban,64,36,226,3.53125,0.5625,0
3909,Male,34,Active,Rural,195,135,692,3.5487179487179485,0.6923076923076923,1
3910,Male,37,Sedentary,Suburban,86,83,178,2.0697674418604652,0.9651162790697675,0
3911,Male,23,Moderate,Urban,132,112,566,4.287878787878788,0.8484848484848485,2
3912,Male,57,Moderate,Rural,117,72,366,3.128205128205128,0.6153846153846154,2
3913,Female,45,Sedentary,Urban,97,70,442,4.556701030927835,0.7216494845360825,2
3914,Female,30,Sedentary,Suburban,59,53,267,4.52542372881356,0.8983050847457628,0
3915,Female,46,Active,Suburban,180,112,788,4.377777777777778,0.6222222222222222,1
3916,Female,37,Sedentary,Urban,64,39,179,2.796875,0.609375,0
3917,Female,34,Active,Urban,156,123,349,2.2371794871794872,0.7884615384615384,2
3918,Female,52,Moderate,Urban,139,83,646,4.64748201438849,0.5971223021582733,1
3919,Male,56,Sedentary,Urban,54,38,184,3.4074074074074074,0.7037037037037037,0
3920,Female,54,Active,Urban,152,132,680,4.473684210526316,0.868421052631579,1
3921,Male,40,Active,Rural,168,113,683,4.065476190476191,0.6726190476190477,1
3922,Male,35,Active,Suburban,164,99,571,3.481707317073171,0.6036585365853658,2
3923,Male,53,Active,Rural,156,137,773,4.955128205128205,0.8782051282051282,1
3924,Male,37,Moderate,Urban,123,112,308,2.5040650406504064,0.9105691056910569,0
